  1.0000000e+004  1.3185222e-001
  1.0009000e+004  1.2750724e-001
  1.0018000e+004  1.1383014e-001
  1.0027000e+004  1.1667213e-001
  1.0036000e+004  1.2051156e-001
  1.0045000e+004  1.2183691e-001
  1.0054000e+004  1.3168825e-001
  1.0063000e+004  1.3018528e-001
  1.0072000e+004  1.3368312e-001
  1.0081000e+004  1.2384544e-001
  1.0090000e+004  1.2384544e-001
  1.0099000e+004  1.2368148e-001
  1.0108000e+004  1.3252172e-001
  1.0117000e+004  1.2717932e-001
  1.0126000e+004  1.2951577e-001
  1.0135000e+004  1.2650981e-001
  1.0144000e+004  1.2118107e-001
  1.0153000e+004  1.2750724e-001
  1.0162000e+004  1.2935181e-001
  1.0171000e+004  1.2551238e-001
  1.0180000e+004  1.2167295e-001
  1.0189000e+004  1.2384544e-001
  1.0198000e+004  1.2250642e-001
  1.0207000e+004  1.3051320e-001
  1.0216000e+004  1.2784883e-001
  1.0225000e+004  1.2868230e-001
  1.0234000e+004  1.2717932e-001
  1.0243000e+004  1.2567634e-001
  1.0252000e+004  1.2433732e-001
  1.0261000e+004  1.2868230e-001
  1.0270000e+004  1.2984369e-001
  1.0279000e+004  1.3685304e-001
  1.0288000e+004  1.2150899e-001
  1.0297000e+004  1.3101875e-001
  1.0306000e+004  1.3485817e-001
  1.0315000e+004  1.2484287e-001
  1.0324000e+004  1.3018528e-001
  1.0333000e+004  1.2400940e-001
  1.0342000e+004  1.2784883e-001
  1.0351000e+004  1.2784883e-001
  1.0360000e+004  1.2451495e-001
  1.0369000e+004  1.2685140e-001
  1.0378000e+004  1.2618189e-001
  1.0387000e+004  1.2150899e-001
  1.0396000e+004  1.2884626e-001
  1.0405000e+004  1.2518446e-001
  1.0414000e+004  1.2083948e-001
  1.0423000e+004  1.2834071e-001
  1.0432000e+004  1.2250642e-001
  1.0441000e+004  1.2701536e-001
  1.0450000e+004  1.3034924e-001
  1.0459000e+004  1.2284801e-001
  1.0468000e+004  1.2567634e-001
  1.0477000e+004  1.2618189e-001
  1.0486000e+004  1.2201454e-001
