First column: frequency (kHz),,,35,0.103542234
Second column: Relative amplitude (normalised by biggest peak in complete sweep),,,35.002,0.095367847
,,,35.004,0.095367847
,,,35.006,0.089918256
,,,35.008,0.095367847
,,,35.01,0.08719346
,,,35.012,0.095367847
,,,35.014,0.08719346
,,,35.016,0.08719346
,,,35.018,0.08719346
,,,35.02,0.08719346
,,,35.022,0.103542234
,,,35.024,0.089918256
,,,35.026,0.092643052
,,,35.028,0.076294278
,,,35.03,0.098092643
,,,35.032,0.08719346
,,,35.034,0.081743869
,,,35.036,0.081743869
,,,35.038,0.081743869
,,,35.04,0.081743869
,,,35.042,0.081743869
,,,35.044,0.079019074
,,,35.046,0.084468665
,,,35.048,0.076294278
,,,35.05,0.08719346
,,,35.052,0.081743869
,,,35.054,0.076294278
,,,35.056,0.084468665
,,,35.058,0.073569482
,,,35.06,0.08719346
,,,35.062,0.079019074
,,,35.064,0.079019074
,,,35.066,0.081743869
,,,35.068,0.084468665
,,,35.07,0.081743869
,,,35.072,0.076294278
,,,35.074,0.079019074
,,,35.076,0.079019074
,,,35.078,0.079019074
,,,35.08,0.084468665
,,,35.082,0.076294278
,,,35.084,0.073569482
,,,35.086,0.081743869
,,,35.088,0.079019074
,,,35.09,0.079019074
,,,35.092,0.081743869
,,,35.094,0.073569482
,,,35.096,0.065395095
,,,35.098,0.076294278
,,,35.1,0.070844687
,,,35.102,0.073569482
,,,35.104,0.081743869
,,,35.106,0.079019074
,,,35.108,0.081743869
,,,35.11,0.079019074
,,,35.112,0.073569482
,,,35.114,0.08719346
,,,35.116,0.081743869
,,,35.118,0.079019074
,,,35.12,0.081743869
,,,35.122,0.076294278
,,,35.124,0.081743869
,,,35.126,0.079019074
,,,35.128,0.081743869
,,,35.13,0.079019074
,,,35.132,0.084468665
,,,35.134,0.084468665
,,,35.136,0.079019074
,,,35.138,0.073569482
,,,35.14,0.081743869
,,,35.142,0.076294278
,,,35.144,0.081743869
,,,35.146,0.079019074
,,,35.148,0.081743869
,,,35.15,0.081743869
,,,35.152,0.081743869
,,,35.154,0.079019074
,,,35.156,0.08719346
,,,35.158,0.073569482
,,,35.16,0.08719346
,,,35.162,0.081743869
,,,35.164,0.073569482
,,,35.166,0.084468665
,,,35.168,0.084468665
,,,35.17,0.081743869
,,,35.172,0.076294278
,,,35.174,0.084468665
,,,35.176,0.089918256
,,,35.178,0.076294278
,,,35.18,0.081743869
,,,35.182,0.079019074
,,,35.184,0.079019074
,,,35.186,0.084468665
,,,35.188,0.081743869
,,,35.19,0.079019074
,,,35.192,0.076294278
,,,35.194,0.079019074
,,,35.196,0.08719346
,,,35.198,0.073569482
,,,35.2,0.084468665
,,,35.202,0.073569482
,,,35.204,0.084468665
,,,35.206,0.081743869
,,,35.208,0.089918256
,,,35.21,0.081743869
,,,35.212,0.076294278
,,,35.214,0.070844687
,,,35.216,0.08719346
,,,35.218,0.076294278
,,,35.22,0.076294278
,,,35.222,0.076294278
,,,35.224,0.084468665
,,,35.226,0.079019074
,,,35.228,0.081743869
,,,35.23,0.081743869
,,,35.232,0.076294278
,,,35.234,0.073569482
,,,35.236,0.081743869
,,,35.238,0.081743869
,,,35.24,0.079019074
,,,35.242,0.073569482
,,,35.244,0.081743869
,,,35.246,0.08719346
,,,35.248,0.08719346
,,,35.25,0.084468665
,,,35.252,0.079019074
,,,35.254,0.081743869
,,,35.256,0.084468665
,,,35.258,0.079019074
,,,35.26,0.084468665
,,,35.262,0.08719346
,,,35.264,0.076294278
,,,35.266,0.08719346
,,,35.268,0.081743869
,,,35.27,0.081743869
,,,35.272,0.08719346
,,,35.274,0.084468665
,,,35.276,0.08719346
,,,35.278,0.079019074
,,,35.28,0.084468665
,,,35.282,0.079019074
,,,35.284,0.084468665
,,,35.286,0.079019074
,,,35.288,0.084468665
,,,35.29,0.08719346
,,,35.292,0.08719346
,,,35.294,0.079019074
,,,35.296,0.079019074
,,,35.298,0.081743869
,,,35.3,0.08719346
,,,35.302,0.076294278
,,,35.304,0.081743869
,,,35.306,0.089918256
,,,35.308,0.098092643
,,,35.31,0.081743869
